,index,id_mutation,date_mutation,nature_mutation,valeur_fonciere,adresse_numero,adresse_suffixe,adresse_nom_voie,adresse_code_voie,code_postal,code_commune,nom_commune,code_departement,lot1_surface_carrez,lot2_surface_carrez,lot3_surface_carrez,lot4_surface_carrez,lot5_surface_carrez,nombre_lots,code_type_local,type_local,surface_reelle_bati,nombre_pieces_principales,code_nature_culture,nature_culture,surface_terrain,longitude,latitude,année,mois,duplicated
766593,2318858,2018-1007837,2018-03-14,Vente,300000.0,57.0,,RUE JOUFFROY D'ABBANS,5031,75017.0,75117,Paris 17e Arrondissement,75,28.2,,,,,2,2.0,Appartement,29.0,1.0,,,,2.30627,48.884381,2018,3,False
766594,2318859,2018-1007838,2018-04-03,Vente,800000.0,73.0,,RUE NOLLET,6803,75017.0,75117,Paris 17e Arrondissement,75,83.75,,,,,1,2.0,Appartement,84.0,3.0,,,,2.319864,48.887643,2018,4,False
766595,2318863,2018-1007840,2018-04-04,Vente,611495.0,15.0,,RUE CLAUDE POUILLET,2082,75017.0,75117,Paris 17e Arrondissement,75,53.64,,,,,2,2.0,Appartement,51.0,4.0,,,,2.314784,48.883846999999996,2018,4,False
766596,2318864,2018-1007841,2018-03-14,Vente,155000.0,94.0,,RUE LEGENDRE,5473,75017.0,75117,Paris 17e Arrondissement,75,39.36,,,,,2,2.0,Appartement,38.0,1.0,,,,2.320109,48.887201,2018,3,False
766597,2318865,2018-1007842,2018-03-12,Vente,415000.0,30.0,,RUE GUILLAUME TELL,4392,75017.0,75117,Paris 17e Arrondissement,75,,43.09,,,,2,2.0,Appartement,42.0,2.0,,,,2.295219,48.884593,2018,3,False
766598,2318866,2018-1007843,2018-04-06,Vente,775240.0,87.0,,AV NIEL,6773,75017.0,75117,Paris 17e Arrondissement,75,68.25,,,,,2,2.0,Appartement,70.0,2.0,,,,2.296175,48.883661,2018,4,False
766599,2318867,2018-1007844,2018-04-06,Vente,8000.0,5.0,,RUE LEMERCIER,5503,75017.0,75117,Paris 17e Arrondissement,75,,,,,,1,2.0,Appartement,55.0,3.0,,,,2.3247310000000003,48.885393,2018,4,False
766600,2318868,2018-1007845,2018-03-13,Vente,750000.0,47.0,,RUE GUERSANT,4376,75017.0,75117,Paris 17e Arrondissement,75,,84.7,,,,2,2.0,Appartement,85.0,4.0,,,,2.287541,48.882501,2018,3,False
766602,2318870,2018-1007847,2018-03-12,Vente,200000.0,91.0,,RUE DES MOINES,6401,75017.0,75117,Paris 17e Arrondissement,75,27.64,,,,,1,2.0,Appartement,27.0,1.0,,,,2.32199,48.892333,2018,3,False
766603,2318871,2018-1007848,2018-04-04,Vente,445000.0,72.0,,RUE PIERRE DEMOURS,7426,75017.0,75117,Paris 17e Arrondissement,75,41.82,,,,,2,2.0,Appartement,37.0,3.0,,,,2.297629,48.882503,2018,4,False
766604,2318872,2018-1007849,2018-03-29,Vente,87000.0,29.0,,RUE LECLUSE,5447,75017.0,75117,Paris 17e Arrondissement,75,11.79,,,,,1,2.0,Appartement,17.0,1.0,,,,2.3248849999999996,48.884687,2018,3,False
766608,2318876,2018-1007853,2018-03-29,Vente,540000.0,113.0,,RUE DES MOINES,6401,75017.0,75117,Paris 17e Arrondissement,75,,64.21,,,,2,2.0,Appartement,55.0,4.0,,,,2.322968,48.893305,2018,3,False
766609,2318879,2018-1007855,2018-03-09,Vente,91400.0,9.0,,RUE DES DAMES,2523,75017.0,75117,Paris 17e Arrondissement,75,9.0,,,,,1,2.0,Appartement,13.0,1.0,,,,2.325828,48.885024,2018,3,False
766610,2318882,2018-1007857,2018-03-30,Vente,421200.0,32.0,,RUE LAUGIER,5391,75017.0,75117,Paris 17e Arrondissement,75,40.45,,,,,1,2.0,Appartement,35.0,2.0,,,,2.295093,48.881878,2018,3,False
766611,2318883,2018-1007858,2018-04-05,Vente,141500.0,47.0,,RUE GUERSANT,4376,75017.0,75117,Paris 17e Arrondissement,75,13.13,,,,,1,2.0,Appartement,14.0,1.0,,,,2.287541,48.882501,2018,4,False
766612,2318884,2018-1007859,2018-04-05,Vente,2328200.0,16.0,,AV DE LA GRANDE ARMEE,4271,75017.0,75117,Paris 17e Arrondissement,75,,,254.04,,,4,2.0,Appartement,240.0,4.0,,,,2.2918130000000003,48.875371,2018,4,False
766613,2318886,2018-1007861,2018-04-03,Vente,418000.0,39.0,,RUE BROCHANT,1315,75017.0,75117,Paris 17e Arrondissement,75,38.43,38.43,,,,3,2.0,Appartement,30.0,2.0,,,,2.319248,48.890209000000006,2018,4,False
766614,2318887,2018-1007862,2018-03-26,Vente,1042500.0,164.0,,RUE DE COURCELLES,2387,75017.0,75117,Paris 17e Arrondissement,75,130.47,,,,,2,2.0,Appartement,137.0,4.0,,,,2.298912,48.88363,2018,3,False
766615,2318890,2018-1007864,2018-03-29,Vente,1340000.0,64.0,,RUE LA CONDAMINE,5228,75017.0,75117,Paris 17e Arrondissement,75,94.26,,,,,1,2.0,Appartement,110.0,4.0,,,,2.3209020000000002,48.885560999999996,2018,3,False
766616,2318894,2018-1007866,2018-03-20,Vente,583000.0,189.0,,RUE LEGENDRE,5473,75017.0,75117,Paris 17e Arrondissement,75,,63.67,,,,3,2.0,Appartement,64.0,3.0,,,,2.3265689999999997,48.892561,2018,3,False
766617,2318895,2018-1007867,2018-03-23,Vente,104000.0,43.0,,RUE DU DOCTEUR HEULIN,2840,75017.0,75117,Paris 17e Arrondissement,75,9.96,,,,,1,2.0,Appartement,15.0,1.0,,,,2.324385,48.89112,2018,3,False
766618,2318896,2018-1007868,2018-03-29,Vente,847750.0,15.0,,RUE DES BATIGNOLLES,0720,75017.0,75117,Paris 17e Arrondissement,75,75.65,,,,,2,2.0,Appartement,77.0,4.0,,,,2.321732,48.884035,2018,3,False
766619,2318897,2018-1007869,2018-03-16,Vente,185000.0,6.0,,RUE RENNEQUIN,8149,75017.0,75117,Paris 17e Arrondissement,75,16.16,,,,,2,2.0,Appartement,17.0,1.0,,,,2.299354,48.880907,2018,3,False
766620,2318901,2018-1007872,2018-03-15,Vente,83500.0,8.0,,RUE CATULLE MENDES,1607,75017.0,75117,Paris 17e Arrondissement,75,,,,,,1,2.0,Appartement,41.0,2.0,,,,2.291886,48.886697,2018,3,False
766621,2318902,2018-1007873,2018-03-23,Vente,150000.0,51.0,,RUE BOURSAULT,1214,75017.0,75117,Paris 17e Arrondissement,75,16.05,,,,,2,2.0,Appartement,20.0,1.0,,,,2.318531,48.885154,2018,3,False
766622,2318903,2018-1007874,2018-03-13,Vente,150000.0,14.0,,RUE DE TOCQUEVILLE,9330,75017.0,75117,Paris 17e Arrondissement,75,13.45,,,,,1,2.0,Appartement,15.0,1.0,,,,2.3139790000000002,48.882621,2018,3,False
766623,2318906,2018-1007876,2018-04-03,Vente,542230.0,69.0,,BD PEREIRE,7258,75017.0,75117,Paris 17e Arrondissement,75,49.88,,,,,2,2.0,Appartement,49.0,3.0,,,,2.303935,48.886939,2018,4,False
766624,2318911,2018-1007880,2018-03-30,Vente,302970.0,40.0,,RUE DES BATIGNOLLES,0720,75017.0,75117,Paris 17e Arrondissement,75,,27.06,,,,2,2.0,Appartement,27.0,1.0,,,,2.320026,48.885633,2018,3,False
766625,2318913,2018-1007882,2018-04-03,Vente,1100000.0,175.0,,BD MALESHERBES,5951,75017.0,75117,Paris 17e Arrondissement,75,129.51,,,,,2,2.0,Appartement,128.0,5.0,,,,2.3051150000000002,48.886263,2018,4,False
766626,2318914,2018-1007883,2018-03-28,Vente,375000.0,153.0,,RUE DE ROME,8339,75017.0,75117,Paris 17e Arrondissement,75,,34.03,,,,2,2.0,Appartement,32.0,1.0,,,,2.315143,48.886579,2018,3,False
766627,2318917,2018-1007885,2018-03-21,Vente,942000.0,15.0,,RUE VILLARET DE JOYEUSE,9817,75017.0,75117,Paris 17e Arrondissement,75,,99.35,,,,2,2.0,Appartement,98.0,4.0,,,,2.29039,48.876832,2018,3,False
766628,2318918,2018-1007886,2018-03-28,Vente,1130000.0,9.0,,RUE VERNIQUET,9695,75017.0,75117,Paris 17e Arrondissement,75,138.42,,,,,1,2.0,Appartement,136.0,5.0,,,,2.300786,48.887628,2018,3,False
766631,2319003,2018-1007890,2018-04-06,Vente,490000.0,6.0,,RUE BROCHANT,1315,75017.0,75117,Paris 17e Arrondissement,75,48.77,,,,,2,2.0,Appartement,49.0,3.0,,,,2.317288,48.888211,2018,4,False
766632,2319004,2018-1007891,2018-04-05,Vente,448300.0,145.0,,RUE SAUSSURE,8847,75017.0,75117,Paris 17e Arrondissement,75,52.2,,,,,1,2.0,Appartement,40.0,3.0,,,,2.305687,48.88962,2018,4,False
766633,2319005,2018-1007892,2018-04-10,Vente,50000.0,27.0,,AV MAC MAHON,5878,75017.0,75117,Paris 17e Arrondissement,75,5.17,4.68,3.86,,,3,2.0,Appartement,16.0,1.0,,,,2.29402,48.877284,2018,4,False
766634,2319006,2018-1007893,2018-03-16,Vente,480000.0,33.0,,RUE DE CHAZELLES,1959,75017.0,75117,Paris 17e Arrondissement,75,,45.82,,,,2,2.0,Appartement,46.0,2.0,,,,2.305323,48.880806,2018,3,False
766635,2319007,2018-1007894,2018-03-22,Vente,650000.0,52.0,,RUE SAUSSURE,8847,75017.0,75117,Paris 17e Arrondissement,75,62.75,,,,,1,2.0,Appartement,76.0,2.0,,,,2.315342,48.885443,2018,3,False
766636,2319008,2018-1007895,2018-03-26,Vente,1233500.0,8.0,,RUE MARCEL RENAULT,6007,75017.0,75117,Paris 17e Arrondissement,75,97.65,,,,,2,2.0,Appartement,102.0,4.0,,,,2.2930330000000003,48.880097,2018,3,False
766637,2319009,2018-1007896,2018-03-28,Vente,880000.0,197.0,,BD PEREIRE,7258,75017.0,75117,Paris 17e Arrondissement,75,,75.53,,,,2,2.0,Appartement,76.0,4.0,,,,2.291272,48.881398,2018,3,False
766638,2319010,2018-1007897,2018-03-22,Vente,270000.0,31.0,,RUE SAUSSURE,8847,75017.0,75117,Paris 17e Arrondissement,75,27.69,,,,,1,2.0,Appartement,28.0,2.0,,,,2.31573,48.884386,2018,3,False
766639,2319011,2018-1007898,2018-03-29,Vente,420000.0,5.0,,RUE DES COLONELS RENARD,2215,75017.0,75117,Paris 17e Arrondissement,75,42.02,,,,,1,2.0,Appartement,41.0,2.0,,,,2.2907830000000002,48.878048,2018,3,False
766640,2319012,2018-1007899,2018-04-04,Vente,1100000.0,69.0,,AV DES TERNES,9202,75017.0,75117,Paris 17e Arrondissement,75,,109.02,,,,2,2.0,Appartement,108.0,4.0,,,,2.2902150000000003,48.879213,2018,4,False
766642,2319014,2018-1007901,2018-03-16,Vente,555000.0,7.0,,RUE NOLLET,6803,75017.0,75117,Paris 17e Arrondissement,75,56.38,,,,,1,2.0,Appartement,59.0,3.0,,,,2.3237509999999997,48.884972999999995,2018,3,False
766643,2319016,2018-1007903,2018-03-29,Vente,394500.0,28.0,,RUE LA CONDAMINE,5228,75017.0,75117,Paris 17e Arrondissement,75,,40.04,,,,2,2.0,Appartement,40.0,3.0,,,,2.3229349999999998,48.887298,2018,3,False
766644,2319017,2018-1007904,2018-03-27,Vente,310000.0,10.0,,AV STEPHANE MALLARME,9088,75017.0,75117,Paris 17e Arrondissement,75,42.71,,,,,1,2.0,Appartement,40.0,2.0,,,,2.291886,48.886697,2018,3,False
766645,2319018,2018-1007905,2018-03-19,Vente,4500.0,108.0,,RUE DE LA JONQUIERE,5273,75017.0,75117,Paris 17e Arrondissement,75,,,,,,1,2.0,Appartement,22.0,2.0,,,,2.317304,48.895276,2018,3,False
766648,2319023,2018-1007909,2018-04-06,Vente,277850.0,9.0,,RUE DU DR PAUL BROUSSE,2866,75017.0,75117,Paris 17e Arrondissement,75,31.77,,,,,2,2.0,Appartement,24.0,2.0,,,,2.318021,48.895209,2018,4,False
766649,2319026,2018-1007911,2018-03-20,Vente,665000.0,8.0,,VLA COMPOINT,2257,75017.0,75117,Paris 17e Arrondissement,75,,,,,,2,2.0,Appartement,75.0,3.0,,,,2.324164,48.891618,2018,3,False
766650,2319027,2018-1007912,2018-03-22,Vente,399800.0,4.0,,SQ GABRIEL FAURE,3899,75017.0,75117,Paris 17e Arrondissement,75,37.37,,,,,1,2.0,Appartement,38.0,2.0,,,,2.31413,48.884625,2018,3,False
766651,2319028,2018-1007913,2018-04-12,Vente,480000.0,16.0,,RUE LACROIX,5235,75017.0,75117,Paris 17e Arrondissement,75,46.5,,,,,1,2.0,Appartement,51.0,2.0,,,,2.322541,48.890114000000004,2018,4,False
766653,2319030,2018-1007915,2018-04-10,Vente,116000.0,38.0,,RUE DAVY,2610,75017.0,75117,Paris 17e Arrondissement,75,13.82,,,,,1,2.0,Appartement,16.0,1.0,,,,2.3239919999999996,48.891557,2018,4,False
766654,2319031,2018-1007916,2018-04-05,Vente,324510.0,110.0,,AV DE VILLIERS,9841,75017.0,75117,Paris 17e Arrondissement,75,32.15,,,,,1,2.0,Appartement,41.0,2.0,,,,2.2985729999999998,48.885049,2018,4,False
766655,2319038,2018-1007920,2018-04-03,Vente,324600.0,19.0,,BD BESSIERES,0935,75017.0,75117,Paris 17e Arrondissement,75,44.73,,,,,2,2.0,Appartement,42.0,2.0,,,,2.326994,48.897343,2018,4,False
766656,2319039,2018-1007921,2018-04-13,Vente,245000.0,12.0,,RUE D ARMAILLE,0446,75017.0,75117,Paris 17e Arrondissement,75,22.3,,,,,1,2.0,Appartement,22.0,1.0,,,,2.2921259999999997,48.877756,2018,4,False
766660,2319043,2018-1007925,2018-04-10,Vente,185000.0,91.0,,RUE DES MOINES,6401,75017.0,75117,Paris 17e Arrondissement,75,,23.46,,,,2,2.0,Appartement,22.0,2.0,,,,2.32199,48.892333,2018,4,False
766662,2319051,2018-1007931,2018-04-12,Vente,324350.0,68.0,,RUE SAUSSURE,8847,75017.0,75117,Paris 17e Arrondissement,75,31.37,,,,,1,2.0,Appartement,30.0,1.0,,,,2.314538,48.886105,2018,4,False
766663,2319052,2018-1007932,2018-03-28,Vente,175150.0,53.0,B,RUE NOLLET,6803,75017.0,75117,Paris 17e Arrondissement,75,15.38,,,,,1,2.0,Appartement,16.0,1.0,,,,2.3211630000000003,48.886743,2018,3,False
766664,2319053,2018-1007933,2018-04-11,Vente,452100.0,75.0,,RUE POUCHET,7766,75017.0,75117,Paris 17e Arrondissement,75,,,,,,2,2.0,Appartement,45.0,2.0,,,,2.321383,48.89609,2018,4,False
766665,2319054,2018-1007934,2018-04-17,Vente,320000.0,4.0,,PAS GEFFROY DIDELOT,4004,75017.0,75117,Paris 17e Arrondissement,75,,33.6,,,,2,2.0,Appartement,30.0,2.0,,,,2.317532,48.882172,2018,4,False
766666,2319059,2018-1007937,2018-03-29,Vente,178000.0,66.0,,RUE DE LEVIS,5642,75017.0,75117,Paris 17e Arrondissement,75,16.55,,,,,1,2.0,Appartement,17.0,1.0,,,,2.313291,48.884209000000006,2018,3,False
766667,2319060,2018-1007938,2018-04-11,Vente,236000.0,30.0,,RUE DES ACACIAS,0045,75017.0,75117,Paris 17e Arrondissement,75,,22.63,,,,2,2.0,Appartement,20.0,1.0,,,,2.291867,48.876708,2018,4,False
766668,2319061,2018-1007939,2018-03-28,Vente,650000.0,12.0,,RUE SAUSSIER LEROY,8845,75017.0,75117,Paris 17e Arrondissement,75,,60.01,,,,2,2.0,Appartement,68.0,2.0,,,,2.2964830000000003,48.879647999999996,2018,3,False
766669,2319062,2018-1007940,2018-04-12,Vente,480700.0,8.0,,RUE DES ACACIAS,0045,75017.0,75117,Paris 17e Arrondissement,75,47.87,,,,,1,2.0,Appartement,48.0,3.0,,,,2.290653,48.876015,2018,4,False
766670,2319063,2018-1007941,2018-03-30,Vente,420000.0,64.0,,RUE GUY MOQUET,4440,75017.0,75117,Paris 17e Arrondissement,75,43.0,,,,,2,2.0,Appartement,41.0,3.0,,,,2.3262080000000003,48.8925,2018,3,False
766672,2319065,2018-1007943,2018-04-03,Vente,822300.0,9.0,,AV DE VILLIERS,9841,75017.0,75117,Paris 17e Arrondissement,75,79.85,,,,,2,2.0,Appartement,80.0,4.0,,,,2.314,48.881506,2018,4,False
766673,2319066,2018-1007944,2018-04-06,Vente,395000.0,22.0,,RUE DU PRINTEMPS,7839,75017.0,75117,Paris 17e Arrondissement,75,46.82,,,,,2,2.0,Appartement,45.0,2.0,,,,2.3099,48.887271999999996,2018,4,False
766674,2319067,2018-1007945,2018-03-29,Vente,470000.0,42.0,,RUE DAUTANCOURT,2597,75017.0,75117,Paris 17e Arrondissement,75,49.85,,,,,2,2.0,Appartement,51.0,3.0,,,,2.325993,48.890547999999995,2018,3,False
766676,2319073,2018-1007948,2018-04-09,Vente,550000.0,22.0,,AV CARNOT,1556,75017.0,75117,Paris 17e Arrondissement,75,46.98,,,,,2,2.0,Appartement,57.0,2.0,,,,2.293114,48.876443,2018,4,False
766678,2319075,2018-1007950,2018-04-03,Vente,445000.0,1.0,,RUE AUMONT THIEVILLE,0576,75017.0,75117,Paris 17e Arrondissement,75,,44.83,,,,2,2.0,Appartement,47.0,2.0,,,,2.2894650000000003,48.88367,2018,4,False
766679,2319077,2018-1007952,2018-03-23,Vente,242000.0,37.0,B,BD BERTHIER,0913,75017.0,75117,Paris 17e Arrondissement,75,24.51,,,,,1,2.0,Appartement,31.0,1.0,,,,2.299473,48.887510999999996,2018,3,False
766680,2319078,2018-1007953,2018-04-10,Vente,438000.0,17.0,,RUE GUY MOQUET,4440,75017.0,75117,Paris 17e Arrondissement,75,,58.52,,,,2,2.0,Appartement,49.0,4.0,,,,2.321086,48.8918,2018,4,False
766681,2319079,2018-1007954,2018-03-30,Vente,380000.0,20.0,,RUE BAYEN,0749,75017.0,75117,Paris 17e Arrondissement,75,,60.63,,,,2,2.0,Appartement,67.0,2.0,,,,2.294377,48.880246,2018,3,False
766682,2319080,2018-1007955,2018-03-27,Vente,480000.0,93.0,,RUE DES MOINES,6401,75017.0,75117,Paris 17e Arrondissement,75,,49.24,,,,3,2.0,Appartement,50.0,2.0,,,,2.322175,48.892493,2018,3,False
766683,2319081,2018-1007956,2018-04-12,Vente,1610530.0,4.0,,RUE AUMONT THIEVILLE,0576,75017.0,75117,Paris 17e Arrondissement,75,155.19,,,,,5,2.0,Appartement,136.0,3.0,,,,2.289196,48.883148999999996,2018,4,False
766685,2319083,2018-1007958,2018-03-15,Vente,51500.0,7.0,,RUE DE LA JONQUIERE,5273,75017.0,75117,Paris 17e Arrondissement,75,11.36,,,,,1,2.0,Appartement,14.0,1.0,,,,2.326327,48.893113,2018,3,False
766686,2319084,2018-1007959,2018-04-06,Vente,604100.0,17.0,,RUE LACROIX,5235,75017.0,75117,Paris 17e Arrondissement,75,60.83,,,,,1,2.0,Appartement,72.0,3.0,,,,2.322319,48.890477000000004,2018,4,False
766687,2319085,2018-1007960,2018-04-12,Vente,45000.0,12.0,,RUE DE PHALSBOURG,7371,75017.0,75117,Paris 17e Arrondissement,75,5.77,,,,,1,2.0,Appartement,252.0,8.0,,,,2.309498,48.881893,2018,4,False
766688,2319086,2018-1007961,2018-04-10,Vente,150943.0,53.0,,RUE DE LA JONQUIERE,5273,75017.0,75117,Paris 17e Arrondissement,75,27.42,,,,,2,2.0,Appartement,28.0,2.0,,,,2.322303,48.893496999999996,2018,4,False
766689,2319087,2018-1007962,2018-04-13,Vente,517000.0,32.0,,RUE MEDERIC,6242,75017.0,75117,Paris 17e Arrondissement,75,56.03,,,,,1,2.0,Appartement,58.0,2.0,,,,2.305174,48.881064,2018,4,False
766691,2319091,2018-1007965,2018-04-11,Vente,471617.0,71.0,,RUE LA CONDAMINE,5228,75017.0,75117,Paris 17e Arrondissement,75,53.29,,,,,2,2.0,Appartement,49.0,3.0,,,,2.32039,48.884640999999995,2018,4,False
766692,2319092,2018-1007966,2018-04-17,Vente,442500.0,3.0,,AV DES CHASSEURS,1910,75017.0,75117,Paris 17e Arrondissement,75,41.16,,,,,1,2.0,Appartement,45.0,2.0,,,,2.306387,48.886956,2018,4,False
766694,2319098,2018-1007971,2018-04-11,Vente,231500.0,8.0,,PAS DU PETIT CERF,7318,75017.0,75117,Paris 17e Arrondissement,75,31.02,,,,,1,2.0,Appartement,30.0,2.0,,,,2.316725,48.89338,2018,4,False
766695,2319099,2018-1007972,2018-04-04,Vente,510000.0,5.0,,RUE SAUSSIER LEROY,8845,75017.0,75117,Paris 17e Arrondissement,75,50.32,,,,,1,2.0,Appartement,46.0,2.0,,,,2.296352,48.879307,2018,4,False
766697,2319102,2018-1007975,2018-04-12,Vente,2620000.0,82.0,,AV NIEL,6773,75017.0,75117,Paris 17e Arrondissement,75,,,,,,3,2.0,Appartement,250.0,8.0,,,,2.296713,48.882896,2018,4,False
766698,2319103,2018-1007976,2018-03-28,Vente,1000.0,6.0,,RUE DE PHALSBOURG,7371,75017.0,75117,Paris 17e Arrondissement,75,,,,,,1,2.0,Appartement,30.0,1.0,,,,2.309382,48.881516,2018,3,False
766699,2319105,2018-1007978,2018-04-11,Vente,425000.0,29.0,B,RUE POUCHET,7766,75017.0,75117,Paris 17e Arrondissement,75,,47.01,,,,2,2.0,Appartement,48.0,2.0,,,,2.319432,48.89315,2018,4,False
766700,2319106,2018-1007979,2018-04-06,Vente,525000.0,177.0,,RUE LEGENDRE,5473,75017.0,75117,Paris 17e Arrondissement,75,,63.62,,,,2,2.0,Appartement,60.0,3.0,,,,2.325838,48.891889,2018,4,False
766701,2319107,2018-1007980,2018-03-22,Vente,706000.0,45.0,,BD GOUVION ST CYR,4252,75017.0,75117,Paris 17e Arrondissement,75,66.87,,,,,1,2.0,Appartement,62.0,2.0,,,,2.28708,48.882278,2018,3,False
766702,2319108,2018-1007981,2018-04-09,Vente,1100000.0,76.0,,RUE PIERRE DEMOURS,7426,75017.0,75117,Paris 17e Arrondissement,75,105.08,,,,,2,2.0,Appartement,105.0,4.0,,,,2.297925,48.882605,2018,4,False
766703,2319109,2018-1007982,2018-04-23,Vente,305700.0,13.0,,RUE DU DR PAUL BROUSSE,2866,75017.0,75117,Paris 17e Arrondissement,75,36.82,,,,,2,2.0,Appartement,29.0,2.0,,,,2.318057,48.895458000000005,2018,4,False
766704,2319110,2018-1007983,2018-03-29,Vente,720000.0,5.0,,RUE LA CONDAMINE,5228,75017.0,75117,Paris 17e Arrondissement,75,65.66,,,,,2,2.0,Appartement,63.0,3.0,,,,2.324393,48.887607,2018,3,False
766705,2319111,2018-1007984,2018-04-13,Vente,445000.0,43.0,,RUE LA CONDAMINE,5228,75017.0,75117,Paris 17e Arrondissement,75,48.23,,,,,1,2.0,Appartement,55.0,3.0,,,,2.322288,48.886054,2018,4,False
766706,2319112,2018-1007985,2018-04-16,Vente,325359.0,20.0,,RUE DU CAPITAINE LAGACHE,1502,75017.0,75117,Paris 17e Arrondissement,75,49.49,,,,,1,2.0,Appartement,50.0,3.0,,,,2.325544,48.892297,2018,4,False
766707,2319117,2018-1007988,2018-04-18,Vente,230000.0,4.0,,RUE LANTIEZ,5329,75017.0,75117,Paris 17e Arrondissement,75,28.02,,,,,1,2.0,Appartement,27.0,2.0,,,,2.323084,48.89373,2018,4,False
766708,2319118,2018-1007989,2018-04-09,Vente,455325.0,12.0,,RUE LECHAPELAIS,5437,75017.0,75117,Paris 17e Arrondissement,75,,42.11,,,,2,2.0,Appartement,40.0,2.0,,,,2.325063,48.885909999999996,2018,4,False
766709,2319119,2018-1007990,2018-04-20,Vente,173000.0,3.0,,RUE DU MONT DORE,6469,75017.0,75117,Paris 17e Arrondissement,75,20.24,,,,,2,2.0,Appartement,20.0,1.0,,,,2.322939,48.882968,2018,4,False
766710,2319120,2018-1007991,2018-04-09,Vente,315480.0,19.0,B,RUE JOUFFROY D'ABBANS,5031,75017.0,75117,Paris 17e Arrondissement,75,,36.06,,,,2,2.0,Appartement,48.0,2.0,,,,2.311182,48.886283,2018,4,False
766711,2319121,2018-1007992,2018-04-24,Vente,207500.0,6.0,,RUE RENNEQUIN,8149,75017.0,75117,Paris 17e Arrondissement,75,,25.3,,,,2,2.0,Appartement,29.0,1.0,,,,2.299354,48.880907,2018,4,False
766712,2319122,2018-1007993,2018-04-06,Vente,110000.0,13.0,,RUE GALVANI,3931,75017.0,75117,Paris 17e Arrondissement,75,18.62,,,,,2,2.0,Appartement,13.0,0.0,,,,2.291441,48.883656,2018,4,False
766713,2319129,2018-1007997,2018-04-10,Vente,435500.0,9.0,,RUE DU DR PAUL BROUSSE,2866,75017.0,75117,Paris 17e Arrondissement,75,49.08,,,,,2,2.0,Appartement,48.0,3.0,,,,2.318021,48.895209,2018,4,False
766714,2319130,2018-1007998,2018-04-12,Vente,2007625.0,2.0,,RUE GOUNOD,4241,75017.0,75117,Paris 17e Arrondissement,75,177.35,,,,,2,2.0,Appartement,177.0,6.0,,,,2.3011209999999997,48.882641,2018,4,False
766715,2319131,2018-1007999,2018-02-23,Vente,328000.0,11.0,B,RUE DES TERNES,9204,75017.0,75117,Paris 17e Arrondissement,75,33.55,,,,,1,2.0,Appartement,36.0,2.0,,,,2.288598,48.881376,2018,2,False
766716,2319132,2018-1008000,2018-04-11,Vente,642300.0,63.0,,RUE LAUGIER,5391,75017.0,75117,Paris 17e Arrondissement,75,60.07,,,,,1,2.0,Appartement,65.0,3.0,,,,2.292662,48.883654,2018,4,False
766718,2319137,2018-1008003,2018-03-28,Vente,285000.0,68.0,,RUE RENNEQUIN,8149,75017.0,75117,Paris 17e Arrondissement,75,,28.44,,,,2,2.0,Appartement,32.0,1.0,,,,2.294824,48.884357,2018,3,False
766719,2319138,2018-1008004,2018-04-05,Vente,65000.0,2.0,,RUE DES DARDANELLES,2569,75017.0,75117,Paris 17e Arrondissement,75,,,,,,1,2.0,Appartement,7.0,1.0,,,,2.285344,48.882144,2018,4,False
766720,2319139,2018-1008005,2018-04-13,Vente,1213593.0,196.0,,BD MALESHERBES,5951,75017.0,75117,Paris 17e Arrondissement,75,,156.2,,,,2,2.0,Appartement,156.0,6.0,,,,2.304569,48.889183,2018,4,False
766721,2319140,2018-1008006,2018-04-24,Vente,400000.0,8.0,,VLA COMPOINT,2257,75017.0,75117,Paris 17e Arrondissement,75,,50.04,,,,2,2.0,Appartement,49.0,2.0,,,,2.324164,48.891618,2018,4,False
766724,2319153,2018-1008012,2018-04-03,Vente,181000.0,7.0,,RUE LAMANDE,5285,75017.0,75117,Paris 17e Arrondissement,75,,17.56,,,,2,2.0,Appartement,19.0,1.0,,,,2.319707,48.886177,2018,4,False
766725,2319154,2018-1008013,2018-04-03,Vente,800000.0,39.0,,RUE BROCHANT,1315,75017.0,75117,Paris 17e Arrondissement,75,75.25,,,,,3,2.0,Appartement,72.0,4.0,,,,2.319248,48.890209000000006,2018,4,False
766726,2319155,2018-1008014,2018-03-30,Vente,900000.0,4.0,,RUE FOURCROY,3767,75017.0,75117,Paris 17e Arrondissement,75,71.19,,,,,3,2.0,Appartement,78.0,2.0,,,,2.295444,48.879787,2018,3,False
766727,2319156,2018-1008015,2018-04-10,Vente,4000.0,3.0,,VLA AUBLET,0519,75017.0,75117,Paris 17e Arrondissement,75,,,,,,1,2.0,Appartement,68.0,3.0,,,,2.294371,48.882785,2018,4,False
766728,2319157,2018-1008016,2018-03-27,Vente,210000.0,13.0,,RUE LANTIEZ,5329,75017.0,75117,Paris 17e Arrondissement,75,,27.88,,,,2,2.0,Appartement,29.0,2.0,,,,2.3231439999999997,48.894387,2018,3,False
766729,2319158,2018-1008017,2018-04-23,Vente,1415000.0,120.0,,BD MALESHERBES,5951,75017.0,75117,Paris 17e Arrondissement,75,,,,101.78,,4,2.0,Appartement,100.0,3.0,,,,2.308681,48.884409999999995,2018,4,False
